1	10077651	1
1	10084280	1
1	10084283	2
1	10088633	1
1	10226041	1
1	10228348	1
1	10318901	1
1	10343352	1
1	10373684	1
1	10449402	1
1	10520410	1
1	10520411	1
1	10522550	1
1	10535463	1
1	10571078	1
1	10572108	1
1	10610721	2
1	10693783	1
1	10693807	2
1	10746346	1
1	10828623	2
1	10882071	1
1	10905536	2
1	11035780	1
1	11207374	2
1	11313265	1
1	11313311	2
1	11389698	2
1	11431687	2
1	11518724	2
1	11518736	2
1	11673399	1
1	11684086	1
1	11746453	1
1	11774199	2
1	11783942	2
1	11809412	2
1	11841990	1
1	11842003	2
1	11888608	1
1	11897618	2
1	11914044	2
1	11925460	2
1	11925462	2
1	11933019	1
1	12091366	2
1	12091367	2
1	12123233	2
1	12139399	1
1	12161425	2
1	12190182	1
1	12376346	2
1	12377801	1
1	12382200	1
1	12401307	2
1	12401946	2
1	12406098	2
1	12416729	1
1	12522003	1
1	12547222	2
1	12547233	1
1	12547238	2
1	12547239	2
1	12572662	1
1	12606179	1
1	12641343	1
1	12704390	2
1	12730111	2
1	12730114	2
1	12730455	2
1	12730464	1
1	12743117	1
1	12801950	1
1	12857545	2
1	12857562	2
1	12865285	2
1	12949720	2
1	9444760	1
1	9884584	1
2	10022297	2
2	10066570	1
2	10072546	2
2	10089104	2
2	10191086	2
2	10196535	1
2	10341083	1
2	10373238	2
2	10377748	1
2	10419695	1
2	10424292	1
2	10430931	2
2	10461393	2
2	10471751	2
2	10480028	1
2	10481314	1
2	10498877	1
2	10508631	2
2	10556550	2
2	10586711	1
2	10593016	1
2	10625648	1
2	10648800	1
2	10710411	2
2	10727777	1
2	10775836	1
2	10840731	1
2	10841045	2
2	10855785	2
2	10949829	2
2	10951698	1
2	11042290	2
2	11065338	1
2	11103109	1
2	11105059	1
2	11113476	2
2	11187956	2
2	11209686	1
2	11252384	2
2	11278564	1
2	11305360	1
2	11312254	1
2	11329872	2
2	11352570	1
2	11357663	1
2	11377795	1
2	11395864	2
2	11425517	1
2	11431981	1
2	11434314	2
2	11437278	1
2	11441651	1
2	11600898	2
2	11606778	2
2	11718261	1
2	11782291	2
2	11786607	1
2	11803551	1
2	11854510	2
2	11891509	2
2	11925932	1
2	11964188	2
2	12011937	1
2	12051751	1
2	12077424	1
2	12112317	1
2	12112873	1
2	12121744	1
2	12192858	1
2	12214801	2
2	12359513	2
2	12359984	1
2	12410599	2
2	12481297	1
2	12582257	1
2	12606337	1
2	12684032	2
2	12736323	1
2	12800251	2
2	12911753	1
2	12918135	1
2	12953785	2
2	12958444	1
2	7569037	2
2	7655511	1
2	7711194	1
2	7754255	1
2	7925637	2
2	7927071	2
2	7956069	1
2	8799155	2
2	9108537	1
2	9129197	1
2	9131626	2
2	9219239	1
2	9379961	2
2	9436656	1
2	9617206	1
2	9669524	1
2	9918039	2
2	9931414	1
3	10066767	2
3	10068205	2
3	10068631	2
3	10072433	2
3	10095055	1
3	10197584	2
3	10198408	2
3	10213389	2
3	10231431	2
3	10233847	1
3	10322627	2
3	10322633	2
3	10322634	2
3	10322635	2
3	10322639	1
3	10364221	1
3	10378507	2
3	10417819	1
3	10419986	2
3	10429969	1
3	10435671	2
3	10446941	1
3	10455433	2
3	10469351	1
3	10469352	2
3	10471511	2
3	10473125	2
3	10473900	2
3	10491256	2
3	10516285	2
3	10535315	1
3	10559499	2
3	10559500	2
3	10564808	2
3	10587573	2
3	10588954	1
3	10603125	2
3	10648626	2
3	10665934	2
3	10694420	2
3	10708260	2
3	10781953	2
3	10786630	2
3	10792603	2
3	10794525	2
3	10805082	2
3	10820169	2
3	10837121	2
3	10842075	2
3	10844592	1
3	10862152	2
3	10864459	2
3	10906484	2
3	10906485	2
3	11001832	2
3	11095652	2
3	11146507	2
3	11171333	2
3	11231089	2
3	11267665	2
3	11274234	2
3	11278314	2
3	11287180	2
3	11322368	2
3	11331749	2
3	11420908	2
3	11493536	2
3	11500984	2
3	11507767	2
3	11511678	1
3	11520675	2
3	11575428	2
3	11675412	1
3	11683498	2
3	11702001	2
3	11704567	2
3	11707325	1
3	11731251	2
3	11731455	2
3	11741991	2
3	11744376	2
3	11850197	2
3	11850199	2
3	11903315	2
3	11911958	2
3	11912257	1
3	11914036	2
3	11934706	2
3	11937757	2
3	11948913	2
3	11969263	2
3	12049787	2
3	12050119	2
3	12089378	2
3	12089379	2
3	12094231	2
3	12107429	1
3	12109777	2
3	12141440	2
3	12164857	2
3	12191969	2
3	12217864	2
3	12221002	2
3	12386292	1
3	12427128	2
3	12435636	2
3	12482961	1
3	12496659	2
3	12496661	2
3	12617854	2
3	12660327	2
3	12660414	1
3	12783782	2
3	12783789	2
3	12882970	2
3	12925600	2
3	14520008	1
3	14603255	2
3	14627122	2
3	7508204	2
3	7531086	2
3	7569406	2
3	7643528	2
3	7648222	2
3	7655079	2
3	7657705	2
3	7720589	2
3	7731139	2
3	7822413	2
3	7840250	2
3	7909843	2
3	7922202	1
3	7922258	2
3	7922267	1
3	7943198	2
3	7967343	2
3	7990960	2
3	8030757	2
3	8052626	2
3	8117616	2
3	8119157	2
3	8165054	2
3	8167378	2
3	8200486	1
3	8306871	2
3	8306895	1
3	8532872	1
3	8567053	2
3	8601592	2
3	8642784	1
3	8674430	2
3	8683761	2
3	8725280	2
3	8760267	1
3	8799147	2
3	8812115	2
3	8827072	2
3	8831286	2
3	8840273	2
3	8853441	2
3	8865261	1
3	8889604	2
3	8922523	2
3	9045875	2
3	9067931	2
3	9150387	2
3	9165114	2
3	9286595	2
3	9324049	1
3	9365514	2
3	9375828	2
3	9435689	1
3	9476003	1
3	9507058	2
3	9523167	2
3	9705968	2
3	9726250	2
3	9744276	2
3	9815134	2
3	9853969	2
3	9878782	1
4	10027920	2
4	10231431	1
4	10322635	1
4	10373326	2
4	10425202	2
4	10432394	1
4	10516285	2
4	10620183	1
4	10820169	1
4	10844592	1
4	10982849	1
4	11015555	2
4	11021227	1
4	11119706	1
4	11150865	1
4	11162483	2
4	11278314	2
4	11323438	1
4	11473619	1
4	11729235	2
4	11967007	1
4	12030848	2
4	12204107	1
4	12806181	1
4	14555994	1
4	8145763	2
4	8167378	1
4	8621642	2
4	9476003	1
4	9530278	2
5	10023546	2
5	10068135	2
5	10068142	1
5	10069378	2
5	10199001	2
5	10216960	2
5	10407656	1
5	10568687	1
5	10572647	1
5	10576707	1
5	10618515	1
5	10618516	1
5	10793663	1
5	10889273	1
5	11293085	1
5	11551628	1
5	11565782	1
5	11983061	1
5	11996655	1
5	12073353	1
5	12750306	1
5	8798186	1
5	9348503	1
5	9527488	1
6	10075454	1
6	10088637	2
6	10205272	1
6	10210316	1
6	10232749	1
6	10373536	1
6	10383195	1
6	10397750	1
6	10468606	1
6	10472548	1
6	10515453	1
6	10526221	2
6	10551855	1
6	10567393	1
6	10572087	1
6	10614136	1
6	10627128	1
6	10627482	1
